"","Estimate","StdErr","z.value","p.value"
"C18_QI12976",0,NA,NA,NA
"C18_QI13024",0,NA,NA,NA
"C18_QI12998",0,NA,NA,NA
"C18_QI12999",0,NA,NA,NA
"C18_QI13001",0,NA,NA,NA
"C18_QI13003",0,NA,NA,NA
"C18_QI13005",0,NA,NA,NA
"C18_QI13007",0,NA,NA,NA
"C18_QI13010",0,NA,NA,NA
"C18_QI13011",0,NA,NA,NA
"C18_QI13015",0,NA,NA,NA
"C18_QI13017",0,NA,NA,NA
"C18_QI13018",0,NA,NA,NA
"C18_QI13020",0,NA,NA,NA
"C18_QI13026",0,NA,NA,NA
"C18_QI13029",0,NA,NA,NA
"C18_QI13032",0,NA,NA,NA
"C18_QI13002",0,NA,NA,NA
"C18_QI13014",0,NA,NA,NA
"C18_QI13042",0,NA,NA,NA
"C18_QI13065",0,NA,NA,NA
"C18_QI13135",0,NA,NA,NA
"C18_QI13137",0,NA,NA,NA
"C18_QI13138",0,NA,NA,NA
"C18_QI13141",0,NA,NA,NA
"C18_QI13144",0,NA,NA,NA
"C18_QI13162",0,NA,NA,NA
"C18_QI13163",0,NA,NA,NA
"C18_QI13164",0,NA,NA,NA
"C18_QI13165",0,NA,NA,NA
"C18_QI13167",0,NA,NA,NA
"C18_QI13170",0,NA,NA,NA
"C18_QI13171",0,NA,NA,NA
"C18_QI13172",0,NA,NA,NA
"C18_QI13175",0,NA,NA,NA
"C18_QI13180",0,NA,NA,NA
"C18_QI13190",0,NA,NA,NA
"C18_QI13226",0,NA,NA,NA
"C18_QI13240",0,NA,NA,NA
"C18_QI13268",0,NA,NA,NA
"C18_QI13445",0,NA,NA,NA
"C18_QI13472",0,NA,NA,NA
"C18_QI13476",0,NA,NA,NA
"C18_QI13468",0,NA,NA,NA
"C18_QI13473",0,NA,NA,NA
"C18_QI13499",0,NA,NA,NA
"C18_QI13494",0,NA,NA,NA
"C18_QI13496",0,NA,NA,NA
"C18_QI13497",0,NA,NA,NA
"C18_QI13498",0,NA,NA,NA
"C18_QI13500",0,NA,NA,NA
"C18_QI13501",0,NA,NA,NA
"C18_QI13503",0,NA,NA,NA
"C18_QI13504",0,NA,NA,NA
"C18_QI13511",0,NA,NA,NA
"C18_QI13541",0,NA,NA,NA
"C18_QI13534",0,NA,NA,NA
"C18_QI13537",0,NA,NA,NA
"C18_QI13538",0,NA,NA,NA
"C18_QI13554",0,NA,NA,NA
"C18_QI13569",0,NA,NA,NA
"C18_QI13577",0,NA,NA,NA
"C18_QI13578",0,NA,NA,NA
"C18_QI13595",0,NA,NA,NA
"C18_QI13598",0,NA,NA,NA
"C18_QI13601",0,NA,NA,NA
"C18_QI13619",0,NA,NA,NA
"C18_QI13625",0,NA,NA,NA
"C18_QI13627",0,NA,NA,NA
"C18_QI13628",0,NA,NA,NA
"C18_QI13631",0,NA,NA,NA
"C18_QI13634",0,NA,NA,NA
"C18_QI13635",0,NA,NA,NA
"C18_QI13636",0,NA,NA,NA
"C18_QI13637",0,NA,NA,NA
"C18_QI13639",0,NA,NA,NA
"C18_QI13640",0,NA,NA,NA
"C18_QI13642",0,NA,NA,NA
"C18_QI13666",0,NA,NA,NA
"C18_QI13668",0,NA,NA,NA
"C18_QI13670",0,NA,NA,NA
"C18_QI13671",0,NA,NA,NA
"C18_QI13696",0,NA,NA,NA
"C18_QI13698",0,NA,NA,NA
"C18_QI13699",0,NA,NA,NA
"C18_QI13700",0,NA,NA,NA
"C18_QI13678",0,NA,NA,NA
"C18_QI13681",0,NA,NA,NA
"C18_QI13682",0,NA,NA,NA
"C18_QI13683",0,NA,NA,NA
"C18_QI13684",0,NA,NA,NA
"C18_QI13689",0,NA,NA,NA
"C18_QI13690",0,NA,NA,NA
"C18_QI13691",0,NA,NA,NA
"C18_QI13692",0,NA,NA,NA
"C18_QI13697",0,NA,NA,NA
"C18_QI13703",0,NA,NA,NA
"C18_QI13713",0,NA,NA,NA
"C18_QI13716",0,NA,NA,NA
"C18_QI13720",0,NA,NA,NA
"C18_QI13721",0,NA,NA,NA
"C18_QI13734",0,NA,NA,NA
"C18_QI13765",0,NA,NA,NA
"C18_QI13879",0,NA,NA,NA
"C18_QI13838",0,NA,NA,NA
"C18_QI13839",0,NA,NA,NA
"C18_QI13916",0,NA,NA,NA
"C18_QI13946",0,NA,NA,NA
"C18_QI14019",0,NA,NA,NA
"C18_QI13993",0,NA,NA,NA
"C18_QI14003",0,NA,NA,NA
"C18_QI14048",0,NA,NA,NA
"C18_QI14041",0,NA,NA,NA
"C18_QI14099",0,NA,NA,NA
"C18_QI14104",0,NA,NA,NA
"C18_QI14175",0,NA,NA,NA
"C18_QI14195",0,NA,NA,NA
"C18_QI14198",0,NA,NA,NA
"C18_QI14200",0,NA,NA,NA
"C18_QI14203",0,NA,NA,NA
"C18_QI14204",0,NA,NA,NA
"C18_QI14205",0,NA,NA,NA
"C18_QI14206",0,NA,NA,NA
"C18_QI14207",0,NA,NA,NA
"C18_QI14208",0,NA,NA,NA
"C18_QI14210",0,NA,NA,NA
"C18_QI14212",0,NA,NA,NA
"C18_QI14255",0,NA,NA,NA
"C18_QI14282",0,NA,NA,NA
"C18_QI14345",0,NA,NA,NA
"C18_QI14350",0,NA,NA,NA
"C18_QI14352",0,NA,NA,NA
"C18_QI14428",0,NA,NA,NA
"C18_QI14471",0,NA,NA,NA
"C18_QI14476",0,NA,NA,NA
"C18_QI14478",0,NA,NA,NA
"C18_QI14479",0,NA,NA,NA
"C18_QI14483",0,NA,NA,NA
"C18_QI14488",0,NA,NA,NA
"C18_QI14518",0,NA,NA,NA
"C18_QI14517",0,NA,NA,NA
"C18_QI14501",0,NA,NA,NA
"C18_QI14502",0,NA,NA,NA
"C18_QI14506",0,NA,NA,NA
"C18_QI14512",0,NA,NA,NA
"C18_QI14523",0,NA,NA,NA
"C18_QI14530",0,NA,NA,NA
"C18_QI14544",0,NA,NA,NA
"C18_QI14545",0,NA,NA,NA
"C18_QI14546",0,NA,NA,NA
"C18_QI14581",0,NA,NA,NA
"C18_QI14598",0,NA,NA,NA
"C18_QI14591",0,NA,NA,NA
"C18_QI14596",0,NA,NA,NA
"C18_QI14597",0,NA,NA,NA
"C18_QI14602",0,NA,NA,NA
"C18_QI14607",0,NA,NA,NA
"C18_QI14749",0,NA,NA,NA
"C18_QI14717",0,NA,NA,NA
"C18_QI14774",0,NA,NA,NA
"C18_QI14780",0,NA,NA,NA
"C18_QI14783",0,NA,NA,NA
"C18_QI14784",0,NA,NA,NA
"C18_QI14788",0,NA,NA,NA
"C18_QI14792",0,NA,NA,NA
"C18_QI14782",0,NA,NA,NA
"C18_QI14874",0,NA,NA,NA
"C18_QI14880",0,NA,NA,NA
"C18_QI14882",0,NA,NA,NA
"C18_QI14885",0,NA,NA,NA
"C18_QI14899",0,NA,NA,NA
"C18_QI14900",0,NA,NA,NA
"C18_QI14894",0,NA,NA,NA
"C18_QI14896",0,NA,NA,NA
"C18_QI14901",0,NA,NA,NA
"C18_QI14892",0,NA,NA,NA
"C18_QI14907",0,NA,NA,NA
"C18_QI14905",0,NA,NA,NA
"C18_QI14909",0,NA,NA,NA
"C18_QI14919",0,NA,NA,NA
"C18_QI14920",0,NA,NA,NA
"C18_QI14929",0,NA,NA,NA
"C18_QI14943",0,NA,NA,NA
"C18_QI14938",0,NA,NA,NA
"C18_QI14960",0,NA,NA,NA
"C18_QI14961",0,NA,NA,NA
"C18_QI14963",0,NA,NA,NA
"C18_QI14966",0,NA,NA,NA
"C18_QI14969",0,NA,NA,NA
"C18_QI15021",0,NA,NA,NA
"C18_QI15024",0,NA,NA,NA
"C18_QI15127",0,NA,NA,NA
"C18_QI15160",0,NA,NA,NA
"C18_QI15179",0,NA,NA,NA
"C18_QI15167",0,NA,NA,NA
"C18_QI15172",0,NA,NA,NA
"C18_QI15174",0,NA,NA,NA
"C18_QI15175",0,NA,NA,NA
"C18_QI15176",0,NA,NA,NA
"C18_QI15178",0,NA,NA,NA
"C18_QI15180",0,NA,NA,NA
"C18_QI15184",0,NA,NA,NA
"C18_QI15192",0,NA,NA,NA
"C18_QI15212",0,NA,NA,NA
"C18_QI15211",0,NA,NA,NA
"C18_QI15246",0,NA,NA,NA
"C18_QI15277",0,NA,NA,NA
"C18_QI15306",0,NA,NA,NA
"C18_QI15332",0,NA,NA,NA
"C18_QI15389",0,NA,NA,NA
"C18_QI15395",0,NA,NA,NA
"C18_QI15367",0,NA,NA,NA
"C18_QI15413",0,NA,NA,NA
"C18_QI15415",0,NA,NA,NA
"C18_QI15419",0,NA,NA,NA
"C18_QI15421",0,NA,NA,NA
"C18_QI15461",0,NA,NA,NA
"C18_QI15475",0,NA,NA,NA
"C18_QI15620",0,NA,NA,NA
"C18_QI15652",0,NA,NA,NA
"C18_QI15691",0,NA,NA,NA
"C18_QI15692",0,NA,NA,NA
"C18_QI15703",0,NA,NA,NA
"C18_QI15718",0,NA,NA,NA
"C18_QI15725",0,NA,NA,NA
"C18_QI15736",0,NA,NA,NA
"C18_QI15740",0,NA,NA,NA
"C18_QI15747",0,NA,NA,NA
"C18_QI15741",0,NA,NA,NA
"C18_QI15743",0,NA,NA,NA
"C18_QI15765",0,NA,NA,NA
"C18_QI15770",0,NA,NA,NA
"C18_QI15774",0,NA,NA,NA
"C18_QI15763",0,NA,NA,NA
"C18_QI15761",0,NA,NA,NA
"C18_QI15786",0,NA,NA,NA
"C18_QI15805",0,NA,NA,NA
"C18_QI15815",0,NA,NA,NA
"C18_QI15816",0,NA,NA,NA
"C18_QI15819",0,NA,NA,NA
"C18_QI15821",0,NA,NA,NA
"C18_QI15822",0,NA,NA,NA
"C18_QI15825",0,NA,NA,NA
"C18_QI15826",0,NA,NA,NA
"C18_QI15837",0,NA,NA,NA
"C18_QI15840",0,NA,NA,NA
"C18_QI15841",0,NA,NA,NA
"C18_QI15849",0,NA,NA,NA
"C18_QI15850",0,NA,NA,NA
"C18_QI15891",0,NA,NA,NA
"C18_QI15916",0,NA,NA,NA
"C18_QI16006",0,NA,NA,NA
"C18_QI16061",0,NA,NA,NA
"C18_QI16120",0,NA,NA,NA
"C18_QI16145",0,NA,NA,NA
"C18_QI16136",0,NA,NA,NA
"C18_QI16151",0,NA,NA,NA
"C18_QI16193",0,NA,NA,NA
"C18_QI16196",0,NA,NA,NA
"C18_QI16220",0,NA,NA,NA
"C18_QI16226",0,NA,NA,NA
"C18_QI16254",0,NA,NA,NA
"C18_QI16252",0,NA,NA,NA
"C18_QI16264",0,NA,NA,NA
"C18_QI16266",0,NA,NA,NA
"C18_QI16268",0,NA,NA,NA
"C18_QI16294",0,NA,NA,NA
"C18_QI16365",0,NA,NA,NA
"C18_QI16352",0,NA,NA,NA
"C18_QI16439",0,NA,NA,NA
"C18_QI16498",0,NA,NA,NA
"C18_QI16503",0,NA,NA,NA
"C18_QI16521",0,NA,NA,NA
"C18_QI16523",0,NA,NA,NA
"C18_QI16524",0,NA,NA,NA
"C18_QI16529",0,NA,NA,NA
"C18_QI16533",0,NA,NA,NA
"C18_QI16558",0,NA,NA,NA
"C18_QI16567",0,NA,NA,NA
"C18_QI16578",0,NA,NA,NA
"C18_QI16585",0,NA,NA,NA
"C18_QI16602",0,NA,NA,NA
"C18_QI16610",0,NA,NA,NA
"C18_QI16620",0,NA,NA,NA
"C18_QI16623",0,NA,NA,NA
"C18_QI16630",0,NA,NA,NA
"C18_QI16664",0,NA,NA,NA
"C18_QI16662",0,NA,NA,NA
"C18_QI16663",0,NA,NA,NA
"C18_QI16683",0,NA,NA,NA
"C18_QI16697",0,NA,NA,NA
"C18_QI16688",0,NA,NA,NA
"C18_QI16727",0,NA,NA,NA
"C18_QI16730",0,NA,NA,NA
"C18_QI16813",0,NA,NA,NA
"C18_QI16867",0,NA,NA,NA
"C18_QI16850",0,NA,NA,NA
"C18_QI16924",0,NA,NA,NA
"C18_QI16929",0,NA,NA,NA
"C18_QI17014",0,NA,NA,NA
"C18_QI17057",0,NA,NA,NA
"C18_QI17102",0,NA,NA,NA
"C18_QI17146",0,NA,NA,NA
"C18_QI17218",0,NA,NA,NA
"C18_QI17373",0,NA,NA,NA
"C18_QI17377",0,NA,NA,NA
"C18_QI17362",0,NA,NA,NA
"C18_QI17401",0,NA,NA,NA
"C18_QI17402",0,NA,NA,NA
"C18_QI17455",0,NA,NA,NA
"C18_QI17491",0,NA,NA,NA
"C18_QI17522",0,NA,NA,NA
"C18_QI17525",0,NA,NA,NA
"C18_QI17527",0,NA,NA,NA
"C18_QI17528",0,NA,NA,NA
"C18_QI17532",0,NA,NA,NA
"C18_QI17534",0,NA,NA,NA
"C18_QI17538",0,NA,NA,NA
"C18_QI17524",0,NA,NA,NA
"C18_QI17530",0,NA,NA,NA
"C18_QI17533",0,NA,NA,NA
"C18_QI17572",0,NA,NA,NA
"C18_QI17581",0,NA,NA,NA
"C18_QI17663",0,NA,NA,NA
"C18_QI17769",0,NA,NA,NA
"C18_QI17866",0,NA,NA,NA
"C18_QI17871",0,NA,NA,NA
"C18_QI17915",0,NA,NA,NA
"C18_QI17921",0,NA,NA,NA
"C18_QI17946",0,NA,NA,NA
"C18_QI17955",0,NA,NA,NA
"C18_QI17998",0,NA,NA,NA
"C18_QI18044",0,NA,NA,NA
"C18_QI18047",0,NA,NA,NA
"C18_QI18034",0,NA,NA,NA
"C18_QI18065",0,NA,NA,NA
"C18_QI18074",0,NA,NA,NA
"C18_QI18108",0,NA,NA,NA
"C18_QI18113",0,NA,NA,NA
"C18_QI18117",0,NA,NA,NA
"C18_QI18097",0,NA,NA,NA
"C18_QI18101",0,NA,NA,NA
"C18_QI18203",0,NA,NA,NA
"C18_QI18205",0,NA,NA,NA
"C18_QI18207",0,NA,NA,NA
"C18_QI18208",0,NA,NA,NA
"C18_QI18209",0,NA,NA,NA
"C18_QI18213",0,NA,NA,NA
"C18_QI18210",0,NA,NA,NA
"C18_QI18226",0,NA,NA,NA
"C18_QI18242",0,NA,NA,NA
"C18_QI18243",0,NA,NA,NA
"C18_QI18253",0,NA,NA,NA
"C18_QI18279",0,NA,NA,NA
"C18_QI18296",0,NA,NA,NA
"C18_QI18442",0,NA,NA,NA
"C18_QI18482",0,NA,NA,NA
"C18_QI18484",0,NA,NA,NA
"C18_QI18546",0,NA,NA,NA
"C18_QI18622",0,NA,NA,NA
"C18_QI18608",0,NA,NA,NA
"C18_QI18663",0,NA,NA,NA
"C18_QI18689",0,NA,NA,NA
"C18_QI18681",0,NA,NA,NA
"C18_QI18716",0,NA,NA,NA
"C18_QI18722",0,NA,NA,NA
"C18_QI18792",0,NA,NA,NA
"C18_QI18796",0,NA,NA,NA
"C18_QI18855",0,NA,NA,NA
"C18_QI18843",0,NA,NA,NA
"C18_QI18904",0,NA,NA,NA
"C18_QI18932",0,NA,NA,NA
"C18_QI18993",0,NA,NA,NA
"C18_QI18997",0,NA,NA,NA
"C18_QI19006",0,NA,NA,NA
"C18_QI19039",0,NA,NA,NA
"C18_QI19036",0,NA,NA,NA
"C18_QI19054",0,NA,NA,NA
"C18_QI19074",0,NA,NA,NA
"C18_QI19073",0,NA,NA,NA
"C18_QI19090",0,NA,NA,NA
"C18_QI19149",0,NA,NA,NA
"C18_QI19158",0,NA,NA,NA
"C18_QI19157",0,NA,NA,NA
"C18_QI19215",0,NA,NA,NA
"C18_QI19318",0,NA,NA,NA
"C18_QI19344",0,NA,NA,NA
"C18_QI19446",0,NA,NA,NA
"C18_QI19592",0,NA,NA,NA
"C18_QI19638",0,NA,NA,NA
"C18_QI19707",0,NA,NA,NA
"C18_QI19733",0,NA,NA,NA
"C18_QI19734",0,NA,NA,NA
"C18_QI19776",0,NA,NA,NA
"C18_QI19839",0,NA,NA,NA
"C18_QI19857",0,NA,NA,NA
"C18_QI19872",0,NA,NA,NA
"C18_QI19876",0,NA,NA,NA
"C18_QI19926",0,NA,NA,NA
"C18_QI19930",0,NA,NA,NA
"C18_QI19948",0,NA,NA,NA
"C18_QI19991",0,NA,NA,NA
"C18_QI19990",0,NA,NA,NA
"C18_QI19992",0,NA,NA,NA
"C18_QI20028",0,NA,NA,NA
"C18_QI20106",0,NA,NA,NA
"C18_QI20133",0,NA,NA,NA
"C18_QI20153",0,NA,NA,NA
"C18_QI20142",0,NA,NA,NA
"C18_QI20143",0,NA,NA,NA
"C18_QI20145",0,NA,NA,NA
"C18_QI20148",0,NA,NA,NA
"C18_QI20154",0,NA,NA,NA
"C18_QI20213",0,NA,NA,NA
"C18_QI20272",0,NA,NA,NA
"C18_QI20331",0,NA,NA,NA
"C18_QI20355",0,NA,NA,NA
"C18_QI20356",0,NA,NA,NA
"C18_QI20433",0,NA,NA,NA
"C18_QI20436",0,NA,NA,NA
"C18_QI20440",0,NA,NA,NA
"C18_QI20441",0,NA,NA,NA
"C18_QI20461",0,NA,NA,NA
"C18_QI20561",0,NA,NA,NA
"C18_QI20638",0,NA,NA,NA
"C18_QI20677",0,NA,NA,NA
"C18_QI20714",0,NA,NA,NA
"C18_QI21034",0,NA,NA,NA
"C18_QI21037",0,NA,NA,NA
"C18_QI21039",0,NA,NA,NA
"C18_QI21040",0,NA,NA,NA
"C18_QI21046",0,NA,NA,NA
"C18_QI21459",0,NA,NA,NA
"C18_QI21464",0,NA,NA,NA
"C18_QI21465",0,NA,NA,NA
"C18_QI21808",0,NA,NA,NA
"C18_QI21827",0,NA,NA,NA
"C18_QI21887",0,NA,NA,NA
"C18_QI21963",0,NA,NA,NA
"C18_QI22565",0,NA,NA,NA
"C18_QI24026",0,NA,NA,NA
"C18_QI24028",0,NA,NA,NA
"HILIC_X1.Methyl.nicotinamide",0,NA,NA,NA
"HILIC_X1.Methyladenosine",0,NA,NA,NA
"HILIC_X1.Methylguanine",0,NA,NA,NA
"HILIC_X1.Methylguanosine",0,NA,NA,NA
"HILIC_X3.Hydroxyhippuric.acid",0,NA,NA,NA
"HILIC_X3.Methylhistidine",0,NA,NA,NA
"HILIC_X4.Acetamidobutanoic.acid",0,NA,NA,NA
"HILIC_X4.Aminohippuric.acid",0,NA,NA,NA
"HILIC_X5.Methylcytidine",0,NA,NA,NA
"HILIC_X7.Methylguanine",0,NA,NA,NA
"HILIC_Acisoga",0,NA,NA,NA
"HILIC_Alanine",0,NA,NA,NA
"HILIC_Aminoisobutyric.acid",0,NA,NA,NA
"HILIC_Arginine",0,NA,NA,NA
"HILIC_Betaine",0,NA,NA,NA
"HILIC_Bilirubin",0,NA,NA,NA
"HILIC_Biliverdin",0,NA,NA,NA
"HILIC_Caffeine",0,NA,NA,NA
"HILIC_Carnitine",0,NA,NA,NA
"HILIC_Choline",0,NA,NA,NA
"HILIC_Citrulline",0,NA,NA,NA
"HILIC_Cortisol",0,NA,NA,NA
"HILIC_Cortisone",0,NA,NA,NA
"HILIC_Cotinine",0,NA,NA,NA
"HILIC_Creatine",0,NA,NA,NA
"HILIC_Creatinine",0,NA,NA,NA
"HILIC_Cystine",0,NA,NA,NA
"HILIC_Cytosine",0,NA,NA,NA
"HILIC_Diethanolamine",0,NA,NA,NA
"HILIC_Dimethylarginine.and.Symmetric.dimethyl.arginine",0,NA,NA,NA
"HILIC_Dimethylglycine",0,NA,NA,NA
"HILIC_DMGV",0,NA,NA,NA
"HILIC_Ectoine",0,NA,NA,NA
"HILIC_FAPy.adenine",0,NA,NA,NA
"HILIC_gamma.Aminobutyric.acid",0,NA,NA,NA
"HILIC_Glu.Gln",0,NA,NA,NA
"HILIC_Glutamic.acid",0,NA,NA,NA
"HILIC_Glutamine",0,NA,NA,NA
"HILIC_Glycine",0,NA,NA,NA
"HILIC_Histidine",0,NA,NA,NA
"HILIC_Homoarginine",0,NA,NA,NA
"HILIC_Hydroxyproline",0,NA,NA,NA
"HILIC_Isoleucine",0,NA,NA,NA
"HILIC_Leucine",0,NA,NA,NA
"HILIC_Lysine",0,NA,NA,NA
"HILIC_Methionine",0,NA,NA,NA
"HILIC_Methionine.sulfoxide",0,NA,NA,NA
"HILIC_Methylguanidine",0,NA,NA,NA
"HILIC_N.6..N.6..Dimethyl.lysine",0,NA,NA,NA
"HILIC_N.6..Methyllysine",0,NA,NA,NA
"HILIC_N1.Acetylspermidine",0,NA,NA,NA
"HILIC_N1.Methyl.2.pyridone.5.carboxamide",0,NA,NA,NA
"HILIC_N1.Methyl.4.pyridone.3.carboxamide",0,NA,NA,NA
"HILIC_N2.N2.Dimethylguanosine",0,NA,NA,NA
"HILIC_N4.Acetylcytidine",0,NA,NA,NA
"HILIC_N6.Acetyllysine",0,NA,NA,NA
"HILIC_N.6.Trimethyllysine",0,NA,NA,NA
"HILIC_N.Acetylarginine",0,NA,NA,NA
"HILIC_N.Acetylaspartic.acid",0,NA,NA,NA
"HILIC_N.Acetyl.D.tryptophan",0,NA,NA,NA
"HILIC_N.Acetylgalactosamine",0,NA,NA,NA
"HILIC_N.Acetylisoputreanine",0,NA,NA,NA
"HILIC_N.Acetylornithine",0,NA,NA,NA
"HILIC_N.Acetylvaline",0,NA,NA,NA
"HILIC_Niacinamide",0,NA,NA,NA
"HILIC_N.methyl.pipecolic.acid",0,NA,NA,NA
"HILIC_N.Methyl.proline",0,NA,NA,NA
"HILIC_N.palmitoyl.glutamine",0,NA,NA,NA
"HILIC_O.Ethylhomoserine",0,NA,NA,NA
"HILIC_Ornithine",0,NA,NA,NA
"HILIC_Pantothenic.acid",0,NA,NA,NA
"HILIC_Phenylalanine",0,NA,NA,NA
"HILIC_Pipecolic.acid",0,NA,NA,NA
"HILIC_Pro.hydroxyPro",0,NA,NA,NA
"HILIC_Proline",0,NA,NA,NA
"HILIC_Proline.betaine",0,NA,NA,NA
"HILIC_Pseudouridine",0,NA,NA,NA
"HILIC_Serine",0,NA,NA,NA
"HILIC_sn.Glycero.3.phosphocholine",0,NA,NA,NA
"HILIC_Targinine",0,NA,NA,NA
"HILIC_Taurine",0,NA,NA,NA
"HILIC_Thiamine",0,NA,NA,NA
"HILIC_Threonine",0,NA,NA,NA
"HILIC_Triethanolamine",0,NA,NA,NA
"HILIC_Trigonelline",0,NA,NA,NA
"HILIC_Trimethylamine.N.oxide",0,NA,NA,NA
"HILIC_Tryptophan",0,NA,NA,NA
"HILIC_Tyrosine",0,NA,NA,NA
"HILIC_Ureidopropionic.acid",0,NA,NA,NA
"HILIC_Urocanic.acid",0,NA,NA,NA
"HILIC_Valine",0,NA,NA,NA
"HILIC_Xanthine",0,NA,NA,NA
"HILIC_Retinol",0,NA,NA,NA
"HILIC_X3.Dehydroxycarnitine",0,NA,NA,NA
"HILIC_CAR.2.0",0,NA,NA,NA
"HILIC_CAR.3.0",0,NA,NA,NA
"HILIC_CAR.4.0",0,NA,NA,NA
"HILIC_CAR.5.0",0,NA,NA,NA
"HILIC_CAR.4.0.OH",0,NA,NA,NA
"HILIC_CAR.6.0",0,NA,NA,NA
"HILIC_CAR.DC4.0",0,NA,NA,NA
"HILIC_CAR.7.1",0,NA,NA,NA
"HILIC_CAR.DC5.0",0,NA,NA,NA
"HILIC_CAR.6.0.OH",0,NA,NA,NA
"HILIC_CAR.8.2",0,NA,NA,NA
"HILIC_CAR.8.1",0,NA,NA,NA
"HILIC_CAR.8.0",0,NA,NA,NA
"HILIC_CAR.9.0",0,NA,NA,NA
"HILIC_CAR.10.3",0,NA,NA,NA
"HILIC_CAR.10.1",0,NA,NA,NA
"HILIC_CAR.10.0",0,NA,NA,NA
"HILIC_CAR.11.1",0,NA,NA,NA
"HILIC_CAR.10.0.OH",0,NA,NA,NA
"HILIC_CAR.12.3",0,NA,NA,NA
"HILIC_CAR.12.2",0,NA,NA,NA
"HILIC_CAR.12.1",0,NA,NA,NA
"HILIC_CAR.12.0",0,NA,NA,NA
"HILIC_CAR.13.1",0,NA,NA,NA
"HILIC_CAR.13.0",0,NA,NA,NA
"HILIC_CAR.14.3",0,NA,NA,NA
"HILIC_CAR.14.2",0,NA,NA,NA
"HILIC_CAR.14.1",0,NA,NA,NA
"HILIC_CAR.14.0",0,NA,NA,NA
"HILIC_CAR.16.4",0,NA,NA,NA
"HILIC_CAR.16.3",0,NA,NA,NA
"HILIC_CAR.16.2",0,NA,NA,NA
"HILIC_CAR.16.1",0,NA,NA,NA
"HILIC_CAR.16.0",0,NA,NA,NA
"HILIC_CAR.18.2",0,NA,NA,NA
"HILIC_CAR.18.1",0,NA,NA,NA
"HILIC_CAR.18.0",0,NA,NA,NA
"HILIC_CAR.DC18.1",0,NA,NA,NA
"HILIC_CAR.DC18.0",0,NA,NA,NA
"HILIC_CAR.24.1",0,NA,NA,NA
"HILIC_CAR.24.0",0,NA,NA,NA
"HILIC_CAR.26.1",0,NA,NA,NA
"HILIC_CAR.26.0",0,NA,NA,NA
"HILIC_LPC.14.0",0,NA,NA,NA
"HILIC_LPC.15.0",0,NA,NA,NA
"HILIC_LPC.16.1",0,NA,NA,NA
"HILIC_LPC.18.3",0,NA,NA,NA
"HILIC_LPC.18.1",0,NA,NA,NA
"HILIC_LPC.18.0",0,NA,NA,NA
"HILIC_LPC.20.5",0,NA,NA,NA
"HILIC_LPC.20.4",0,NA,NA,NA
"HILIC_PC.P.30.0.or.PC.O.30.1",0,NA,NA,NA
"HILIC_PC.P.32.1.or.PC.O.32.2",0,NA,NA,NA
"HILIC_PC.P.32.0.or.PC.O.32.1",0,NA,NA,NA
"HILIC_PC.O.32.0",0,NA,NA,NA
"HILIC_PC.P.34.2.or.PC.O.34.3",0,NA,NA,NA
"HILIC_PC.P.34.1.or.PC.O.34.2",0,NA,NA,NA
"HILIC_PC.P.34.0.or.PC.O.34.1",0,NA,NA,NA
"HILIC_PC.P.36.5.or.PC.O.36.6",0,NA,NA,NA
"HILIC_PC.P.36.4.or.PC.O.36.5",0,NA,NA,NA
"HILIC_PC.P.35.1.or.PC.O.35.2",0,NA,NA,NA
"HILIC_PC.P.38.6.or.PC.O.38.7",0,NA,NA,NA
"HILIC_PC.P.38.5.or.PC.O.38.6",0,NA,NA,NA
"HILIC_PC.P.38.4.or.PC.O.38.5",0,NA,NA,NA
"HILIC_PC.28.0",0,NA,NA,NA
"HILIC_PC.32.3",0,NA,NA,NA
"HILIC_PC.32.0",0,NA,NA,NA
"HILIC_PC.35.2",0,NA,NA,NA
"HILIC_LPE.16.1",0,NA,NA,NA
"HILIC_LPE.16.0",0,NA,NA,NA
"HILIC_LPE.18.3",0,NA,NA,NA
"HILIC_LPE.18.2",0,NA,NA,NA
"HILIC_LPE.18.1",0,NA,NA,NA
"HILIC_LPE.18.0",0,NA,NA,NA
"HILIC_LPE.20.4",0,NA,NA,NA
"HILIC_LPE.20.3",0,NA,NA,NA
"HILIC_LPE.22.6",0,NA,NA,NA
"HILIC_LPE.P.18.0.or.LPE.O.18.1",0,NA,NA,NA
"HILIC_PE.P.34.2.or.PE.O.34.3",0,NA,NA,NA
"HILIC_PE.P.34.1.or.PE.O.34.2",0,NA,NA,NA
"HILIC_PE.P.35.2.or.PE.O.35.3",0,NA,NA,NA
"HILIC_PE.P.36.4.or.PE.O.36.5",0,NA,NA,NA
"HILIC_PE.P.36.2.or.PE.O.36.3",0,NA,NA,NA
"HILIC_PE.P.38.6.or.PE.O.38.7",0,NA,NA,NA
"HILIC_PE.P.38.4.or.PE.O.38.5",0,NA,NA,NA
"HILIC_PE.P.40.6.or.PE.O.40.7",0,NA,NA,NA
"HILIC_PE.32.1",0,NA,NA,NA
"HILIC_PE.34.2",0,NA,NA,NA
"HILIC_PE.34.1",0,NA,NA,NA
"HILIC_PE.36.4",0,NA,NA,NA
"HILIC_PE.36.3",0,NA,NA,NA
"HILIC_PE.36.2",0,NA,NA,NA
"HILIC_PE.38.6",0,NA,NA,NA
"HILIC_PE.38.4",0,NA,NA,NA
"HILIC_PE.40.6",0,NA,NA,NA
